id,type,address,price,coords,lt,lg,totalScore
link_ad_83187731,Quadrilocale,"via Monte Rosa 13, Amendola - Buonarroti, Milano",3000,"[45.4717868, 9.1535032]",45.4717868,9.1535032,1.7753068069506126
link_ad_83152731,Trilocale,"via Nicolò Tartaglia 17, Cenisio, Milano",1500,"[45.4865776, 9.1696093]",45.4865776,9.1696093,3.0684185233242385
link_ad_83271573,Bilocale,"viale Cassala, Barona, Milano",1000,"[45.4461021, 9.1601351]",45.4461021,9.1601351,2.0269240366420136
link_ad_77606676,Bilocale,"via Pasquale Stanislao Mancini, San Siro, Milano",900,"[45.4780398, 9.1373833]",45.4780398,9.1373833,4.362986595109059
link_ad_83478455,Trilocale,"via Pier Paolo Pasolini 19, Cascina Merlata - Musocco, Milano",630,"[45.5120601, 9.0997489]",45.5120601,9.0997489,3.690524670655769
link_ad_83651943,Trilocale,"via Giovanni Battista Pirelli 33, Melchiorre Gioia, Milano",4000,"[45.483997, 9.195913899999999]",45.483997,9.1959139,2.0148429940362553
link_ad_81650854,Bilocale,"via Giovanni Battista Pirelli 35, Melchiorre Gioia, Milano",2400,"[45.4840021, 9.1958614]",45.4840021,9.1958614,3.3940900708900776
link_ad_81093785,Appartamento,"buono stato, secondo piano, Figino, Milano",2066,"[45.4925633, 9.0771489]",45.4925633,9.0771489,3.3183694313816616
link_ad_82808007,Bilocale,"via della Moscova 46, Moscova, Milano",1000,"[45.4777379, 9.1863706]",45.4777379,9.1863706,2.0331687659235946
link_ad_78855467,Appartamento,"ottimo stato, primo piano, Figino, Milano",2416,"[45.4925633, 9.0771489]",45.4925633,9.0771489,3.016645293450627
link_ad_84233200,Trilocale,"via Serviliano Lattuada, Porta Romana - Medaglie d'Oro, Milano",1725,"[45.4526883, 9.2060712]",45.4526883,9.2060712,0.8172235288879472
link_ad_84151458,Trilocale,"via Giambellino, Giambellino, Milano",1150,"[45.448321, 9.1416366]",45.448321,9.1416366,1.9062914961155895
link_ad_60085024,Quadrilocale,"ottimo stato, sesto piano, Brera, Milano",3417,"[45.4712356, 9.1874068]",45.4712356,9.1874068,-0.04958073098892157
link_ad_82536194,Appartamento,"piazzale bande nere 9, Bande Nere, Milano",2850,"[45.4617107, 9.135725899999999]",45.4617107,9.1357259,0.42874128039921144
link_ad_83982418,Bilocale,"via Fratelli Rizzardi 37, Trenno, Milano",1250,"[45.4942982, 9.1005533]",45.4942982,9.1005533,3.190901711061699
link_ad_82177830,Bilocale,"via Sibari 6, Vigentino - Fatima, Milano",900,"[45.4330879, 9.2003212]",45.4330879,9.2003212,-0.3847439134285222
link_ad_77255208,Trilocale,"via Alerami, San Siro, Milano",2165,"[45.4781785, 9.1326665]",45.4781785,9.1326665,3.25789524699638
link_ad_83824200,Appartamento,"via San Vincenzo, Corso Genova, Milano",3000,"[45.4578678, 9.1761965]",45.4578678,9.1761965,0.26098480077103847
link_ad_80516323,Trilocale,"corso Magenta, Cadorna - Castello, Milano",2500,"[45.4657262, 9.173159199999999]",45.4657262,9.1731592,0.7119072143199605
link_ad_83361823,Attico,"via Morozzo della Rocca, San Vittore, Milano",2080,"[45.4641657, 9.168796799999999]",45.4641657,9.1687968,1.0649011203226924
link_ad_83921996,Trilocale,"via Fratelli Gorlini 34, Trenno, Milano",670,"[45.4905996, 9.1013599]",45.4905996,9.1013599,3.689303731760534
link_ad_83031037,Bilocale,"via Antonio Fogazzaro, Montenero, Milano",1135,"[45.4587817, 9.2065805]",45.4587817,9.2065805,1.3447481146579974
link_ad_76373902,Bilocale,"via Vespucci, 12, Porta Nuova, Milano",3250,"[45.4811647, 9.1932511]",45.4811647,9.1932511,2.668763050820435
link_ad_81823330,Trilocale,"via Varese, Moscova, Milano",2333,"[45.47885650000001, 9.1845945]",45.47885650000001,9.1845945,0.8827530195079825
link_ad_81122689,Bilocale,"via Giovanni Battista Pirelli 35, Melchiorre Gioia, Milano",2400,"[45.4840021, 9.1958614]",45.4840021,9.1958614,3.3940900708900776
link_ad_78282791,Bilocale,"via Borgospesso, 18, Quadrilatero della Moda, Milano",2166,"[45.4703256, 9.1945293]",45.4703256,9.1945293,1.0322419568152679
link_ad_83792046,Quadrilocale,"via Battista De Rolandi 15, Certosa, Milano",1100,"[45.4967534, 9.1448083]",45.4967534,9.1448083,3.3543867887009364
link_ad_83619203,Appartamento,"via Torino, Carrobbio, Milano",4200,"[45.4602594, 9.1813177]",45.4602594,9.1813177,-0.756736977338829
link_ad_72388400,Bilocale,"via Amerigo Vespucci, 12, Porta Nuova, Milano",2916,"[45.4811647, 9.1932511]",45.4811647,9.1932511,2.956694085303194
link_ad_84035836,Bilocale,"via Giuseppe Pozzone 5, Duomo, Milano",1100,"[45.4678801, 9.183201100000002]",45.4678801,9.183201100000002,1.939940941456745
link_ad_73833050,Trilocale,"via Quadrio, 9, Garibaldi - Corso Como, Milano",3500,"[45.4838104, 9.1847251]",45.4838104,9.1847251,2.4346412968105318
link_ad_82954557,Trilocale,"via Festa del Perdono 4, Missori, Milano",3000,"[45.4605818, 9.18947]",45.4605818,9.18947,0.29164665091983544
link_ad_81377811,Bilocale,"via Pietro Andrea Saccardo 7, Lambrate, Milano",700,"[45.481759, 9.2395169]",45.481759,9.2395169,2.521325783921239
link_ad_78237105,Bilocale,"nuovo, quarto piano, Porta Nuova, Milano",2500,"[45.4777182, 9.1953301]",45.4777182,9.1953301,0.7443251423193145
link_ad_82045068,Bilocale,"via Carlo Imbonati 62, Dergano, Milano",1600,"[45.5036054, 9.1811018]",45.5036054,9.1811018,3.996379091293364
link_ad_82691715,Trilocale,"via Giovanni Battista Pirelli 30, Melchiorre Gioia, Milano",4000,"[45.4841363, 9.1971809]",45.4841363,9.1971809,2.0152742097688807
link_ad_79801833,Trilocale,"via Andrea Maria Ampère 56, Città Studi, Milano",3500,"[45.4837923, 9.2266339]",45.4837923,9.2266339,0.12202450165407397
link_ad_83662457,Bilocale,"via Carlo Dolci 32, San Siro, Milano",1100,"[45.4735749, 9.1417553]",45.4735749,9.1417553,4.208885894923617
link_ad_77488730,Bilocale,"via Labeone 6, Argonne - Corsica, Milano",700,"[45.4664858, 9.2309929]",45.4664858,9.2309929,1.6960760429831994
link_ad_82380076,Bilocale,"via Galla Placidia 9, Città Studi, Milano",860,"[45.48558999999999, 9.22865]",45.48558999999999,9.22865,2.388057656603779
link_ad_82846023,Quadrilocale,"via Lattanzio, Lodi - Brenta, Milano",1450,"[45.4430029, 9.2180449]",45.4430029,9.2180449,0.9952081338382672
link_ad_79270853,Attico,"via degli Arcimboldi 5, Missori, Milano",4050,"[45.4605818, 9.18947]",45.4605818,9.18947,-0.6135257628732678
link_ad_28551702,Monolocale,"Vincenzo Monti 54, Vincenzo Monti, Milano",950,"[45.4719244, 9.1685454]",45.4719244,9.1685454,2.0533312820821195
link_ad_81630980,Attico,"via Giambellino, Giambellino, Milano",1200,"[45.448321, 9.1416366]",45.448321,9.1416366,1.8631880478397274
link_ad_82668407,Quadrilocale,"via Mario Pagano 49, Pagano, Milano",3900,"[45.4697267, 9.1635223]",45.4697267,9.1635223,-0.4981531547560545
link_ad_84087980,Trilocale,"piazza Mondadori 1, Quadronno - Crocetta, Milano",2300,"[45.4557934, 9.1960839]",45.4557934,9.1960839,0.8841099600290185
link_ad_82364682,Monolocale,"via Vittoria Colonna 32, Amendola - Buonarroti, Milano",1000,"[45.46921649999999, 9.1513467]",45.46921649999999,9.1513467,4.329550067668663
link_ad_83866176,Quadrilocale,"via Brera, Brera, Milano",3200,"[45.4710214, 9.187608700000002]",45.4710214,9.187608700000002,0.1376941260656328
link_ad_80676809,Quadrilocale,"viale Argonne 8, Argonne - Corsica, Milano",1900,"[45.4635968, 9.2333894]",45.4635968,9.2333894,0.6518241260531885
link_ad_82958369,Bilocale,"via Giampietro Lucini 19, Maggiolina, Milano",980,"[45.4923391, 9.1845277]",45.4923391,9.1845277,4.573656473241052
link_ad_83915136,Appartamento,"via Francesco Caracciolo 20, Ghisolfa - Mac Mahon, Milano",600,"[45.4887869, 9.1579997]",45.4887869,9.1579997,3.8212014459042165
link_ad_71144126,Trilocale,"via Vincenzo Magliocco 5, Pezzotti - Meda, Milano",1400,"[45.4402201, 9.1842551]",45.4402201,9.1842551,-0.8128131220425384
link_ad_83902002,Monolocale,"corso di Porta Romana 60, Quadronno - Crocetta, Milano",900,"[45.4557934, 9.1960839]",45.4557934,9.1960839,2.0910065117531564
link_ad_83632437,Trilocale,"via Mosè Bianchi 24, Amendola - Buonarroti, Milano",1550,"[45.4724157, 9.149770499999999]",45.4724157,9.1497705,3.8466188593462096
link_ad_83799610,Bilocale,"via Vespucci 12, Porta Nuova, Milano",3000,"[45.4811647, 9.1932511]",45.4811647,9.1932511,2.8842802921997457
link_ad_82783897,Trilocale,"via Cardinale Giovanni Cagliero, Maggiolina, Milano",1200,"[45.4964591, 9.2031314]",45.4964591,9.2031314,0.5200443557100374
link_ad_83273079,Bilocale,"via Trasimeno 22-8, Quartiere Adriano, Milano",800,"[45.515235, 9.2510056]",45.515235,9.2510056,0.7689340691088637
link_ad_83263719,Quadrilocale,"piazzetta Guastalla, Guastalla, Milano",2700,"[45.4613887, 9.199357299999999]",45.4613887,9.1993573,0.5567884648975081
link_ad_83832440,Bilocale,"via Vittorio Scialoia 22, Affori, Milano",900,"[45.5097239, 9.179095199999999]",45.5097239,9.1790952,4.582263724095586
link_ad_83969688,Trilocale,"via Carlo Maria Maggi, Arena, Milano",1800,"[45.4774951, 9.1791989]",45.4774951,9.1791989,1.337207510427432
link_ad_82832205,Trilocale,"via Gioacchino Murat 76, Istria, Milano",2000,"[45.5024332, 9.1897296]",45.5024332,9.1897296,3.669660858655579
link_ad_84050746,Trilocale,"ottimo stato, Palestro, Milano",2750,"[45.471425, 9.201948999999999]",45.471425,9.201949,0.5276723747317775
link_ad_82451092,Bilocale,"via Mecenate 84, Viale Ungheria - Mecenate, Milano",1100,"[45.4465272, 9.254451999999999]",45.4465272,9.254452,1.280569804155855
link_ad_83478851,Bilocale,"via Laura Solera Mantegazza 9, Lanza, Milano",1650,"[45.4754016, 9.182374]",45.4754016,9.182374,1.4690453636675276
link_ad_81877262,Trilocale,"via Nicostrato Castellini, Farini, Milano",1000,"[45.4962689, 9.170972299999999]",45.4962689,9.1709723,4.519998751437344
link_ad_83687289,Quadrilocale,"via Ugo Bassi 7, Isola, Milano",2100,"[45.4891863, 9.184961999999999]",45.4891863,9.184962,3.620658891316237
link_ad_83603795,Trilocale,"via Pietro Mascagni 9, Palestro, Milano",2000,"[45.46599, 9.201690000000001]",45.46599,9.20169,1.1690721656253895
link_ad_76575404,Monolocale,"via San Giusto 52, San Carlo, Milano",700,"[45.4726223, 9.118148699999999]",45.4726223,9.1181487,4.503874464475834
link_ad_82536304,Bilocale,"via Marghera 18, Vercelli - Wagner, Milano",1380,"[45.4673237, 9.1529334]",45.4673237,9.1529334,4.00904330919259
link_ad_82620561,Bilocale,"via Monzambano 13, Dergano, Milano",900,"[45.50496, 9.185875]",45.50496,9.185875,4.604874624383562
link_ad_83407107,Trilocale,"ottimo stato, terzo piano, Maggiolina, Milano",3500,"[45.496234, 9.2013277]",45.496234,9.2013277,-1.4585723275082367
link_ad_79912915,Bilocale,"ottimo stato, primo piano, Famagosta, Milano",980,"[45.4373646, 9.1648239]",45.4373646,9.1648239,2.0397304277463784
link_ad_78680109,Trilocale,"via Giuseppe Frua 22, Frua, Milano",2500,"[45.465111, 9.1472518]",45.465111,9.1472518,3.0301032729701203
link_ad_51030271,Appartamento,"viale Sarca 324, Bignami - Ponale, Milano",950,"[45.5253246, 9.214633300000001]",45.5253246,9.2146333,4.533362322483097
link_ad_82569459,Appartamento,"via Bernina, Farini, Milano",2200,"[45.4955704, 9.181194099999999]",45.4955704,9.1811941,3.504991779288919
link_ad_51705771,Open,"space via Filippo Palizzi 3, Certosa, Milano",870,"[45.5036488, 9.1391475]",45.5036488,9.1391475,3.5182322793246468
link_ad_81434313,Trilocale,"via Bernardino Verro, Ripamonti, Milano",1800,"[45.4376676, 9.195907799999999]",45.4376676,9.1959078,-1.1472694329863025
link_ad_76915362,Trilocale,"viale teodorico 22, Portello - Parco Vittoria, Milano",1400,"[45.486652, 9.1504]",45.486652,9.1504,3.1320215141177616
link_ad_81630534,Monolocale,"via Luigi Ornato 47, Niguarda, Milano",730,"[45.5185939, 9.1918785]",45.5185939,9.1918785,4.736655611760201
link_ad_80441621,Trilocale,"via Antonio da Saluzzo 20, Niguarda, Milano",1400,"[45.52296339999999, 9.190071099999999]",45.52296339999999,9.1900711,4.1518153390042265
link_ad_81733154,Bilocale,"via Carlo Farini 37, Isola, Milano",950,"[45.4897839, 9.183125500000001]",45.4897839,9.1831255,4.607159210980835
link_ad_81271035,Bilocale,"via Demonte 1, Prato Centenaro, Milano",750,"[45.5108833, 9.1986388]",45.5108833,9.1986388,4.741393739786737
link_ad_83767823,Bilocale,"via via Marcona 17, Indipendenza, Milano",1250,"[45.46419789999999, 9.211767199999999]",45.46419789999999,9.2117672,1.2491702914594853
link_ad_82479104,Bilocale,"via Rezzonico 1, Porta Vittoria, Milano",1500,"[45.4598983, 9.223557699999999]",45.4598983,9.2235577,0.999943916992796
link_ad_81362307,Bilocale,"via Cozzi, Greco - Segnano, Milano",1100,"[45.5092767, 9.2099263]",45.5092767,9.2099263,4.425120835902561
